symbol,release_date,release_time,side,period
ANF,2014-05-29,pre,long,IS
ANF,2015-08-26,pre,long,IS
ANF,2015-11-20,pre,long,IS
ANF,2016-03-02,pre,long,IS
ANF,2016-05-26,pre,short,IS
ANF,2016-08-30,pre,short,IS
ANF,2016-11-18,pre,short,IS
ANF,2017-08-24,pre,long,OOS
ANF,2017-11-17,pre,long,OOS
ANF,2018-03-07,pre,long,OOS
ANF,2018-11-29,pre,long,OOS
ANF,2019-03-06,pre,long,OOS
ANGI,2013-04-24,post,long,IS
ANGI,2014-02-12,post,short,IS
ANGI,2014-04-23,post,long,IS
ANIP,2015-08-04,pre,short,IS
ANIP,2019-11-06,pre,short,OOS
ANSS,2016-08-04,pre,long,IS
ANSS,2017-05-03,post,long,OOS
ANSS,2017-11-01,post,long,OOS
ANSS,2018-11-07,post,long,OOS
ANSS,2019-02-27,post,long,OOS
ANTM,2017-10-25,pre,long,OOS
ANTM,2018-01-31,pre,long,OOS
ANTM,2018-04-25,pre,long,OOS
ANTM,2019-01-30,pre,long,OOS
AOBC,2017-09-07,post,short,OOS
AON,2013-02-01,pre,long,IS
AON,2016-07-29,pre,short,IS
AON,2016-10-28,pre,long,IS
AON,2017-02-10,pre,long,OOS
AON,2017-05-09,pre,long,OOS
AOS,2013-01-24,pre,long,IS
AOS,2013-07-24,pre,long,IS
AOS,2013-10-21,pre,long,IS
AOS,2014-07-22,pre,long,IS
AOS,2015-07-23,pre,long,IS
AOS,2016-07-26,pre,long,IS
AOS,2018-10-30,pre,short,OOS
AOS,2019-04-30,pre,short,OOS
AOS,2019-07-30,pre,short,OOS
APA,2014-02-13,pre,short,IS
APAM,2014-10-27,post,short,IS
APAM,2015-04-28,post,short,IS
APAM,2017-07-31,post,short,OOS
APAM,2017-10-31,post,long,OOS
APC,2014-05-05,post,long,IS
APC,2015-07-28,post,long,IS
APC,2017-05-02,post,short,OOS
APC,2018-02-06,post,long,OOS
APC,2019-02-05,post,short,OOS
APD,2012-10-19,pre,short,IS
APD,2015-01-29,pre,long,IS
APD,2015-07-30,pre,long,IS
APD,2016-01-29,pre,long,IS
APD,2016-07-28,pre,long,IS
APD,2017-01-27,pre,short,OOS
APD,2017-08-01,pre,long,OOS
APD,2017-10-26,pre,long,OOS
APDN,2021-02-11,post,short,OOS
APH,2012-07-18,pre,long,IS
APH,2016-10-19,pre,long,IS
APH,2017-10-25,pre,long,OOS
APH,2018-10-24,pre,long,OOS
APH,2019-07-24,pre,short,OOS
APO,2014-05-08,pre,short,IS
APO,2015-02-05,pre,short,IS
APO,2015-05-07,pre,short,IS
APO,2015-07-29,pre,long,IS
APO,2017-02-03,pre,long,OOS
APO,2017-08-02,pre,short,OOS
APO,2017-11-01,pre,long,OOS
APO,2018-08-02,pre,short,OOS
APOG,2016-04-06,post,long,IS
APOG,2017-09-19,pre,short,OOS
APPF,2018-10-29,post,short,OOS
APPF,2019-05-02,post,short,OOS
APPN,2019-08-08,post,long,OOS
APPS,2020-08-05,post,long,OOS
APPS,2021-02-03,post,long,OOS
APRN,2017-08-10,pre,short,OOS
APRN,2020-04-29,pre,short,OOS
APTV,2018-02-01,pre,short,OOS
APTV,2019-01-31,pre,long,OOS
APTV,2019-07-31,pre,long,OOS
APU,2015-02-04,post,short,IS
AR,2015-04-29,post,long,IS
AR,2015-10-28,post,long,IS
AR,2016-04-27,post,short,IS
AR,2017-08-02,post,short,OOS
AR,2017-11-01,post,short,OOS
AR,2018-08-01,post,short,OOS
ARCB,2018-11-01,post,long,OOS
ARCC,2012-11-05,pre,long,IS
ARCC,2013-11-05,pre,long,IS
ARCC,2014-08-05,pre,short,IS
ARCC,2017-05-03,pre,short,OOS
ARCC,2018-10-31,pre,long,OOS
ARCC,2019-02-12,pre,long,OOS
ARCH,2017-05-02,pre,long,OOS
ARCH,2017-07-27,pre,short,OOS
ARCH,2017-10-31,pre,long,OOS
ARCH,2018-07-31,pre,long,OOS
ARCH,2019-02-14,pre,long,OOS
ARCH,2019-04-23,pre,long,OOS
ARCO,2013-11-05,pre,short,IS
ARCT,2021-05-10,post,short,OOS
ARE,2014-05-05,post,short,IS
ARE,2019-07-29,post,long,OOS
AREX,2014-02-24,post,long,IS
AREX,2014-05-08,post,short,IS
ARI,2017-11-01,post,long,OOS
ARI,2019-07-24,post,long,OOS
ARLP,2019-04-29,pre,long,OOS
ARMK,2014-08-11,pre,long,IS
ARMK,2015-11-18,pre,long,IS
ARMK,2016-08-10,pre,long,IS
ARMK,2017-02-07,pre,long,OOS
ARMK,2017-11-14,pre,short,OOS
ARMK,2018-05-08,pre,long,OOS
ARMK,2019-02-05,pre,long,OOS
ARMK,2019-05-07,pre,short,OOS
ARMK,2019-08-06,pre,long,OOS
ARNA,2013-05-02,post,short,IS
ARNA,2014-02-27,post,short,IS
ARNC,2019-04-30,pre,long,OOS
ARNC,2019-08-02,pre,long,OOS
ARRS,2013-08-07,post,long,IS
ARRS,2013-10-30,post,long,IS
ARRS,2014-02-19,post,long,IS
ARRS,2014-05-06,post,long,IS
ARRS,2016-05-04,post,long,IS
ARRS,2016-07-27,post,long,IS
ARRS,2017-05-03,post,long,OOS
ARRS,2017-08-02,post,long,OOS
ARRS,2018-05-01,post,long,OOS
ARRS,2018-08-01,post,short,OOS
ARW,2013-07-24,pre,long,IS
ARW,2015-07-28,pre,long,IS
ARW,2015-10-28,pre,short,IS
ARW,2016-05-03,pre,long,IS
ARW,2017-02-07,pre,short,OOS
ARW,2019-05-02,pre,short,OOS
ASB,2018-04-19,post,long,OOS
ASGN,2014-02-19,post,long,IS
ASGN,2015-07-29,post,long,IS
ASGN,2016-10-27,post,short,IS
ASGN,2017-02-14,post,short,OOS
ASGN,2017-10-25,post,long,OOS
ASGN,2018-10-24,post,long,OOS
ASGN,2019-02-13,post,short,OOS
ASGN,2019-04-24,post,short,OOS
ASH,2013-01-29,pre,short,IS
ASH,2016-11-08,post,short,IS
ASH,2017-01-26,post,long,OOS
ASH,2017-08-01,post,long,OOS
ASH,2017-11-06,post,long,OOS
ASH,2018-01-29,post,short,OOS
ASH,2018-05-01,post,long,OOS
ASH,2019-04-30,post,short,OOS
ASML,2013-01-17,pre,long,IS
ASML,2013-07-17,pre,long,IS
ASML,2014-01-22,pre,long,IS
ASML,2014-04-16,pre,short,IS
ASML,2015-07-15,pre,long,IS
ASML,2017-01-18,pre,long,OOS
ASML,2017-04-19,pre,long,OOS
ASML,2017-07-19,pre,long,OOS
ASML,2018-01-17,pre,long,OOS
ASML,2018-07-18,pre,long,OOS
ASNA,2013-03-04,post,long,IS
ASNA,2013-06-05,post,short,IS
ASNA,2013-09-24,post,long,IS
ASNA,2013-12-02,post,long,IS
ASNA,2014-09-22,post,short,IS
ASNA,2015-03-03,post,short,IS
ASNA,2015-12-01,post,long,IS
ASNA,2016-09-19,post,short,IS
ASPS,2014-07-24,pre,long,IS
ATGE,2017-11-02,post,short,OOS
ATGE,2018-08-16,post,short,OOS
ATGE,2018-11-01,post,long,OOS
ATH,2017-03-15,post,long,OOS
ATH,2017-08-09,post,long,OOS
ATH,2017-11-06,post,long,OOS
ATH,2018-08-02,post,long,OOS
ATHM,2015-03-04,pre,long,IS
ATHM,2015-11-05,pre,short,IS
ATHM,2016-11-14,pre,long,IS
ATHM,2017-08-09,pre,long,OOS
ATHN,2013-07-18,post,short,IS
ATHN,2014-02-06,post,long,IS
ATHN,2015-04-30,post,long,IS
ATHN,2015-10-22,post,long,IS
ATHN,2016-07-21,post,short,IS
ATHN,2017-04-27,post,short,OOS
ATHN,2017-07-20,post,long,OOS
ATHN,2018-02-01,post,long,OOS
ATHN,2018-07-30,post,long,OOS
ATHN,2018-11-09,post,long,OOS
ATI,2012-10-24,pre,short,IS
ATI,2013-07-24,pre,short,IS
ATI,2013-10-23,pre,short,IS
ATI,2016-10-25,pre,short,IS
ATI,2017-01-24,pre,long,OOS
ATI,2017-07-25,pre,long,OOS
ATI,2018-01-23,pre,long,OOS
ATI,2018-04-24,pre,long,OOS
ATI,2018-07-24,pre,long,OOS
ATI,2018-10-23,pre,short,OOS
ATI,2019-01-22,pre,short,OOS
ATKR,2019-11-22,pre,long,OOS
ATKR,2020-02-04,pre,long,OOS
ATKR,2021-02-02,pre,long,OOS
ATKR,2021-04-29,pre,long,OOS
ATO,2014-05-07,post,long,IS
ATR,2014-02-06,post,long,IS
ATR,2014-07-21,post,short,IS
ATR,2015-04-30,post,long,IS
ATR,2015-07-28,post,long,IS
ATR,2016-10-27,post,short,IS
ATR,2018-02-12,post,long,OOS
ATR,2018-07-26,post,long,OOS
ATSG,2018-05-07,post,long,OOS
ATSG,2019-02-27,post,long,OOS
ATU,2012-12-19,pre,short,IS
ATU,2013-12-19,pre,short,IS
ATU,2015-12-17,pre,long,IS
ATU,2016-12-21,pre,long,IS
ATUS,2017-11-02,post,short,OOS
ATUS,2018-11-05,post,long,OOS
ATUS,2019-02-21,post,long,OOS
ATUS,2019-07-31,post,long,OOS
ATUS,2019-11-05,post,short,OOS
ATVI,2012-11-07,post,long,IS
ATVI,2013-02-07,post,long,IS
ATVI,2014-02-06,post,long,IS
ATVI,2014-05-06,post,long,IS
ATVI,2014-08-05,post,long,IS
ATVI,2014-11-04,post,long,IS
ATVI,2015-08-04,post,long,IS
ATVI,2016-02-11,post,short,IS
ATVI,2016-05-05,post,long,IS
ATVI,2017-02-09,post,long,OOS
ATVI,2017-05-04,post,long,OOS
ATVI,2017-11-02,post,long,OOS
AUDC,2020-04-27,pre,long,OOS
AUY,2013-04-30,post,short,IS
AUY,2014-10-29,post,short,IS
AVA,2014-05-07,pre,long,IS
AVAV,2014-07-08,post,long,IS
AVAV,2017-12-05,post,long,OOS
AVAV,2018-09-05,post,long,OOS
AVAV,2019-03-05,post,long,OOS
AVAV,2019-06-25,post,short,OOS
AVB,2012-10-24,post,short,IS
AVB,2013-01-30,post,short,IS
AVB,2013-10-23,post,short,IS
AVB,2014-01-29,post,short,IS
AVB,2014-10-27,post,short,IS
AVB,2017-08-02,post,short,OOS
AVGO,2013-05-29,post,long,IS
AVGO,2013-08-27,post,long,IS
AVGO,2014-08-28,post,long,IS
AVGO,2014-12-03,post,long,IS
AVGO,2015-02-25,post,long,IS
AVGO,2015-12-02,post,long,IS
AVGO,2016-03-03,post,long,IS
AVGO,2016-06-02,post,long,IS
AVGO,2016-12-08,post,long,IS
AVGO,2017-03-01,post,long,OOS
AVGO,2017-06-01,post,long,OOS
AVGO,2017-12-06,post,long,OOS
AVGO,2018-09-06,post,long,OOS
AVGO,2019-03-14,post,long,OOS
AVLR,2019-05-07,post,long,OOS
AVLR,2019-08-07,post,long,OOS
AVLR,2019-11-05,post,long,OOS
AVNS,2019-02-26,pre,long,OOS
AVP,2012-11-01,pre,short,IS
AVP,2013-02-12,pre,long,IS
AVP,2013-04-30,pre,long,IS
AVP,2013-08-01,pre,long,IS
AVP,2013-10-31,pre,short,IS
AVP,2014-05-01,pre,short,IS
AVP,2017-02-16,pre,short,OOS
AVT,2012-10-25,pre,long,IS
AVT,2013-01-24,pre,long,IS
AVT,2013-10-24,pre,long,IS
AVT,2014-04-24,pre,short,IS
AVT,2014-10-23,pre,long,IS
AVT,2015-04-23,pre,short,IS
AVT,2015-08-05,pre,long,IS
AVT,2015-10-29,pre,long,IS
AVT,2016-01-28,pre,short,IS
AVT,2019-08-08,post,short,OOS
AVY,2012-10-24,pre,long,IS
AVY,2013-01-30,pre,long,IS
AVY,2013-07-23,pre,long,IS
AVY,2013-10-25,pre,long,IS
AVY,2014-04-23,pre,short,IS
AVY,2014-10-24,pre,long,IS
AVY,2015-04-29,pre,long,IS
AVY,2016-02-03,pre,long,IS
AVY,2016-07-26,pre,long,IS
AVY,2017-02-01,pre,long,OOS
AVY,2017-07-25,pre,long,OOS
AVY,2017-10-25,pre,long,OOS
AVY,2018-01-31,pre,long,OOS
AVY,2018-07-24,pre,long,OOS
AVYA,2018-05-10,pre,short,OOS
AVYA,2018-12-04,pre,long,OOS
AVYA,2019-02-11,pre,short,OOS
AVYA,2019-08-13,pre,long,OOS
AVYA,2021-05-06,pre,short,OOS
AWI,2014-02-24,pre,short,IS
AWI,2014-07-28,pre,short,IS
AWI,2015-02-23,pre,long,IS
AWI,2015-10-29,pre,long,IS
AWI,2017-02-27,pre,long,OOS
AWI,2017-07-31,pre,long,OOS
AWI,2018-02-26,pre,short,OOS
AWI,2019-07-29,pre,long,OOS
AWK,2013-05-07,post,short,IS
AXE,2013-07-23,pre,short,IS
AXE,2013-10-22,pre,short,IS
AXE,2014-02-04,pre,long,IS
AXE,2015-02-03,pre,short,IS
AXE,2015-04-28,pre,short,IS
AXE,2015-07-28,pre,long,IS
AXE,2016-02-02,pre,short,IS
AXE,2016-04-26,pre,long,IS
AXE,2017-01-31,pre,long,OOS
AXE,2017-10-24,pre,short,OOS
AXE,2018-01-30,pre,long,OOS
AXGN,2018-08-01,post,short,OOS
AXL,2012-10-26,pre,short,IS
AXL,2013-11-01,pre,short,IS
AXL,2014-05-02,pre,long,IS
AXL,2014-08-01,pre,short,IS
AXL,2015-05-01,pre,long,IS
AXL,2016-02-12,pre,long,IS
AXL,2016-05-06,pre,long,IS
AXL,2016-07-29,pre,long,IS
AXL,2017-05-05,pre,long,OOS
AXL,2017-11-03,pre,long,OOS
AXL,2018-02-16,pre,long,OOS
AXL,2018-05-04,pre,long,OOS
AXL,2018-08-03,pre,long,OOS
AXL,2018-11-02,pre,short,OOS
AXL,2019-02-15,pre,long,OOS
AXP,2013-10-16,post,long,IS
AXP,2015-10-21,post,short,IS
AXP,2016-04-20,post,long,IS
AXP,2016-10-19,post,long,IS
AXP,2017-04-19,post,long,OOS
AXP,2018-04-18,post,long,OOS
AXS,2012-10-31,post,long,IS
AXS,2013-04-25,post,long,IS
AXS,2014-02-04,post,short,IS
AXS,2014-04-29,post,short,IS
AXS,2014-07-29,post,long,IS
AXS,2014-10-29,post,long,IS
AXS,2016-07-26,post,long,IS
AXS,2016-10-26,post,long,IS
AXS,2017-02-01,post,long,OOS
AXS,2017-04-26,post,short,OOS
AXS,2019-01-30,post,short,OOS
AXS,2019-04-24,post,short,OOS
AXTA,2015-05-06,pre,long,IS
AXTA,2017-04-26,pre,long,OOS
AXTA,2017-08-03,pre,short,OOS
AXTA,2018-04-25,pre,long,OOS
AYI,2013-01-08,pre,short,IS
AYI,2013-07-02,pre,long,IS
AYI,2014-01-09,pre,long,IS
AYI,2014-04-02,pre,short,IS
AYI,2014-07-01,pre,short,IS
AYI,2014-10-01,pre,long,IS
AYI,2015-01-09,pre,long,IS
AYI,2015-07-01,pre,long,IS
AYI,2015-10-07,pre,long,IS
AYI,2016-04-06,pre,long,IS
AYI,2016-06-29,pre,long,IS
AYI,2016-10-05,pre,short,IS
AYI,2017-01-09,pre,short,OOS
AYI,2017-06-29,pre,long,OOS
AYI,2018-01-09,pre,short,OOS
AYI,2018-04-04,pre,short,OOS
AYI,2018-07-03,pre,long,OOS
AYI,2019-01-09,pre,long,OOS
AYI,2019-04-03,pre,long,OOS
AYX,2018-08-08,post,long,OOS
AYX,2018-11-07,post,long,OOS
AYX,2019-07-31,post,long,OOS
AZN,2012-10-25,pre,long,IS
AZN,2013-10-31,pre,short,IS
AZN,2014-02-06,pre,short,IS
AZN,2015-02-05,pre,short,IS
AZN,2015-11-05,pre,long,IS
AZN,2016-04-29,pre,long,IS
AZN,2016-07-28,pre,long,IS
AZN,2018-02-02,pre,long,OOS
AZN,2018-07-26,pre,long,OOS
AZN,2019-02-14,pre,long,OOS
AZN,2019-07-25,pre,long,OOS
AZO,2013-12-10,pre,long,IS
AZO,2014-12-09,pre,long,IS
AZO,2015-03-03,pre,long,IS
AZO,2015-12-08,pre,long,IS
AZO,2017-05-23,pre,short,OOS
AZO,2017-12-05,pre,long,OOS
AZO,2018-05-22,pre,long,OOS
AZO,2018-12-04,pre,long,OOS
AZO,2019-02-26,pre,long,OOS
AZO,2019-05-21,pre,long,OOS
AZPN,2013-04-30,post,long,IS
AZPN,2013-10-29,post,long,IS
AZPN,2014-01-30,post,long,IS
AZPN,2014-04-29,post,long,IS
AZPN,2014-08-13,post,long,IS
AZPN,2015-01-28,post,long,IS
AZPN,2016-10-27,post,long,IS
AZPN,2017-05-02,post,long,OOS
AZPN,2017-10-26,post,long,OOS
AZPN,2018-01-24,post,long,OOS
AZPN,2018-04-25,post,long,OOS
AZPN,2018-08-08,post,long,OOS
AZPN,2019-01-23,post,long,OOS
AZPN,2019-04-24,post,long,OOS
B,2013-10-25,pre,short,IS
B,2014-10-24,pre,long,IS
B,2017-07-28,pre,long,OOS
B,2017-10-27,pre,short,OOS
BA,2012-10-24,pre,long,IS
BA,2013-04-24,pre,long,IS
BA,2013-10-23,pre,long,IS
BA,2014-04-23,pre,long,IS
BA,2015-01-28,pre,long,IS
BA,2015-07-22,pre,long,IS
BA,2017-01-25,pre,long,OOS
BA,2017-07-26,pre,long,OOS
BA,2018-01-31,pre,long,OOS
BA,2018-10-24,pre,long,OOS
BA,2019-01-30,pre,long,OOS
BABA,2015-05-07,pre,long,IS
BABA,2015-10-27,pre,long,IS
BABA,2016-08-11,pre,long,IS
BABA,2016-11-02,pre,long,IS
BABA,2017-01-24,pre,long,OOS
BABA,2017-05-18,pre,short,OOS
BABA,2017-08-17,pre,long,OOS
BABA,2017-11-02,pre,long,OOS
BABA,2018-02-01,pre,short,OOS
BABA,2019-08-15,pre,long,OOS
BABY,2014-01-29,pre,long,IS
BABY,2016-01-27,pre,long,IS
BABY,2016-10-19,pre,long,IS
BABY,2019-02-13,pre,short,OOS
BAC,2013-04-17,pre,short,IS
BAC,2014-01-15,pre,long,IS
BAC,2015-07-15,pre,long,IS
BAC,2019-01-16,pre,long,OOS
BAH,2014-07-30,pre,long,IS
BAH,2015-01-28,pre,long,IS
BAH,2015-05-21,pre,short,IS
BAH,2015-10-28,pre,long,IS
BAH,2016-11-02,pre,long,IS
BAH,2017-01-30,pre,short,OOS
BAH,2017-05-22,pre,long,OOS
BAH,2018-05-29,pre,long,OOS
BAH,2018-07-30,pre,long,OOS
BAH,2018-10-29,pre,long,OOS
BAH,2019-02-01,pre,long,OOS
BAH,2019-07-29,pre,long,OOS
BANC,2016-10-19,pre,long,IS
BANC,2017-05-03,pre,short,OOS
BANC,2017-07-26,pre,short,OOS
BAP,2013-02-05,post,long,IS
BAS,2014-02-19,post,long,IS
BAX,2016-10-25,pre,long,IS
BAX,2017-02-01,pre,long,OOS
BAX,2017-04-26,pre,long,OOS
BAX,2018-04-26,pre,long,OOS
BAX,2019-07-25,pre,long,OOS
BB,2014-06-19,pre,long,IS
BB,2016-09-28,pre,long,IS
BB,2017-09-28,pre,long,OOS
BB,2017-12-20,pre,long,OOS
BB,2018-03-28,pre,long,OOS
BB,2018-06-22,pre,long,OOS
BB,2019-03-29,pre,long,OOS
BBBY,2013-09-25,post,long,IS
BBBY,2014-01-08,post,short,IS
BBBY,2014-06-25,post,short,IS
BBBY,2014-09-23,post,long,IS
BBBY,2015-04-08,post,short,IS
BBBY,2015-06-24,post,short,IS
BBBY,2016-04-06,post,long,IS
BBBY,2016-06-22,post,short,IS
BBBY,2016-12-21,post,short,IS
BBBY,2017-04-05,post,long,OOS
BBBY,2017-06-22,post,short,OOS
BBBY,2017-09-19,post,short,OOS
BBBY,2018-09-26,post,short,OOS
BBBY,2019-01-09,post,long,OOS
BBBY,2020-07-08,post,short,OOS
BBT,2014-07-21,pre,short,IS
BBT,2018-01-18,pre,long,OOS
BBY,2012-11-20,pre,short,IS
BBY,2013-03-01,pre,long,IS
BBY,2013-08-20,pre,long,IS
BBY,2014-02-27,pre,long,IS
BBY,2014-11-20,pre,long,IS
BBY,2015-05-21,pre,long,IS
BBY,2015-08-25,pre,long,IS
BBY,2016-08-23,pre,long,IS
BBY,2016-11-17,pre,long,IS
BBY,2017-05-25,pre,long,OOS
BBY,2017-11-16,pre,short,OOS
BBY,2019-02-27,pre,long,OOS
BC,2013-01-24,pre,long,IS
BC,2013-04-25,pre,long,IS
BC,2014-01-30,pre,long,IS
BC,2015-04-29,pre,short,IS
BC,2017-10-26,pre,short,OOS
BC,2018-04-26,pre,long,OOS
BCC,2015-02-19,pre,short,IS
BCC,2016-07-28,pre,long,IS
BCC,2017-05-03,pre,long,OOS
BCC,2017-10-31,pre,long,OOS
BCC,2018-02-26,pre,short,OOS
BCC,2018-05-04,pre,long,OOS
BCE,2018-02-08,pre,long,OOS
BCEI,2013-05-09,post,short,IS
BCEI,2013-08-08,post,short,IS
BCEI,2014-02-27,post,long,IS
BCEI,2014-05-08,post,short,IS
BCEI,2014-08-07,post,short,IS
BCEI,2018-08-08,post,short,OOS
BCO,2016-10-26,pre,long,IS
BCO,2017-04-26,pre,long,OOS
BCO,2017-07-26,pre,long,OOS
BCO,2018-10-24,pre,long,OOS
BCOR,2018-08-01,pre,long,OOS
BCS,2015-10-29,pre,short,IS
BCS,2016-07-29,pre,long,IS
BCS,2016-10-27,pre,long,IS
BDC,2013-02-07,pre,long,IS
BDC,2015-10-28,pre,long,IS
BDC,2016-05-04,pre,long,IS
BDC,2017-11-01,pre,long,OOS
BDC,2018-02-01,pre,short,OOS
BDC,2018-05-02,pre,long,OOS
BDN,2016-02-04,post,short,IS
BDN,2018-01-25,post,long,OOS
BDN,2018-10-17,post,short,OOS
BDN,2019-04-24,post,short,OOS
BDX,2013-02-05,pre,long,IS
BDX,2014-02-04,pre,long,IS
BDX,2015-02-05,pre,long,IS
BDX,2015-11-04,pre,long,IS
BDX,2017-11-02,pre,long,OOS
BEAT,2017-11-07,post,short,OOS
BEAT,2018-02-22,post,long,OOS
BEAT,2018-07-25,post,long,OOS
BEAT,2018-10-30,post,long,OOS
BEAT,2019-04-25,post,short,OOS
BEAT,2019-07-30,post,long,OOS
BECN,2013-02-08,pre,short,IS
BECN,2013-11-26,pre,short,IS
BECN,2014-02-07,pre,short,IS
BECN,2014-08-08,pre,short,IS
BECN,2014-11-25,pre,short,IS
BECN,2016-02-05,pre,long,IS
BECN,2016-05-02,post,long,IS
BECN,2016-11-21,post,short,IS
BECN,2017-08-02,post,short,OOS
BECN,2018-02-08,post,long,OOS
BECN,2018-05-08,post,short,OOS
BECN,2018-08-07,post,short,OOS
BECN,2018-11-19,post,short,OOS
BECN,2019-02-07,post,long,OOS
BECN,2019-05-07,post,long,OOS
BEN,2013-02-01,pre,long,IS
BEN,2013-10-24,pre,short,IS
BEN,2016-04-27,pre,short,IS
BEN,2019-07-30,pre,short,OOS
BERY,2013-11-21,post,long,IS
BERY,2014-08-01,pre,long,IS
BERY,2015-11-13,pre,long,IS
BERY,2016-11-29,pre,long,IS
BERY,2017-05-03,pre,long,OOS
BERY,2017-11-16,pre,long,OOS
BERY,2018-05-03,pre,short,OOS
BERY,2018-11-15,pre,long,OOS
BERY,2019-02-01,pre,long,OOS
BERY,2019-05-02,pre,short,OOS
BERY,2019-07-30,pre,short,OOS
BFAM,2017-05-04,post,long,OOS
BFAM,2017-08-01,post,long,OOS
BFAM,2018-02-08,post,long,OOS
BFAM,2019-02-12,post,long,OOS
BFAM,2019-04-30,post,long,OOS
BG,2013-02-07,pre,short,IS
BG,2013-04-25,pre,long,IS
BG,2013-07-25,pre,short,IS
BG,2014-05-01,pre,short,IS
BG,2014-07-31,pre,long,IS
BG,2015-02-12,pre,short,IS
BG,2015-07-30,pre,short,IS
BG,2016-02-11,pre,short,IS
BG,2016-04-28,pre,long,IS
BG,2016-07-28,pre,long,IS
BG,2017-02-15,pre,long,OOS
BG,2017-05-03,pre,short,OOS
BG,2017-08-02,pre,long,OOS
BG,2018-02-14,pre,short,OOS
BG,2018-05-02,pre,long,OOS
BG,2019-02-21,pre,short,OOS
BG,2019-05-08,pre,long,OOS
BG,2019-07-31,pre,long,OOS
BGCP,2016-02-10,pre,long,IS
BGCP,2017-02-09,pre,long,OOS
BGCP,2018-08-02,pre,long,OOS
BGS,2013-07-18,post,short,IS
BGS,2016-02-25,post,short,IS
BGS,2016-04-28,post,long,IS
BGS,2016-07-28,post,long,IS
BGS,2017-02-23,post,short,OOS
BGS,2017-05-04,post,long,OOS
BGS,2017-08-03,post,short,OOS
BGS,2017-10-31,post,long,OOS
BGS,2018-02-27,post,short,OOS
BGS,2018-05-03,post,long,OOS
BGS,2018-08-02,post,short,OOS
BGS,2018-10-30,post,short,OOS
BGS,2019-02-26,post,short,OOS
BHC,2014-02-27,pre,long,IS
BHC,2015-07-23,pre,long,IS
BHC,2016-11-08,pre,short,IS
BHF,2018-02-12,post,short,OOS
BHF,2019-05-06,post,short,OOS
BHF,2020-02-10,post,long,OOS
BHGE,2017-10-20,pre,short,OOS
BHLB,2018-07-18,post,long,OOS
BID,2013-08-06,post,short,IS
BID,2013-11-11,post,long,IS
BID,2014-02-27,post,short,IS
BID,2014-08-08,pre,short,IS
BID,2015-03-02,pre,short,IS
BID,2015-08-07,pre,short,IS
BID,2015-11-09,pre,long,IS
BID,2016-05-09,pre,short,IS
BID,2016-08-08,pre,long,IS
BID,2017-02-27,pre,long,OOS
BID,2017-05-10,pre,long,OOS
BID,2017-11-03,pre,long,OOS
BID,2018-03-01,pre,long,OOS
BID,2018-08-06,pre,short,OOS
BID,2019-02-28,pre,long,OOS
BIDU,2013-04-25,post,short,IS
BIDU,2013-07-24,post,long,IS
BIDU,2013-10-29,post,long,IS
BIDU,2014-07-24,post,long,IS
BIDU,2015-10-29,post,long,IS
BIDU,2016-10-27,post,long,IS
BIDU,2017-07-27,post,long,OOS
BIDU,2018-02-13,post,long,OOS
BIDU,2018-04-26,post,long,OOS
BIDU,2019-05-16,post,short,OOS
BIDU,2020-05-18,post,long,OOS
BIG,2012-12-04,pre,long,IS
BIG,2013-03-06,pre,long,IS
BIG,2014-03-07,pre,long,IS
BIG,2014-05-30,pre,long,IS
BIG,2014-12-05,pre,short,IS
BIG,2015-03-06,pre,long,IS
BIG,2015-08-28,pre,long,IS
BIG,2016-05-27,pre,long,IS
BIG,2016-12-02,pre,long,IS
BIG,2017-03-03,pre,long,OOS
BIG,2017-05-26,pre,long,OOS
BIG,2018-06-01,pre,short,OOS
BIG,2018-08-31,pre,short,OOS
BIG,2018-12-07,pre,short,OOS
BIG,2019-03-08,pre,long,OOS
BIIB,2014-07-23,pre,long,IS
BIIB,2015-01-29,post,long,IS
BIIB,2015-04-24,pre,short,IS
BIIB,2015-10-21,pre,long,IS
BIIB,2016-01-27,pre,long,IS
BIIB,2016-07-21,pre,long,IS
BIIB,2016-10-26,pre,long,IS
BIIB,2017-04-25,pre,long,OOS
BIIB,2017-07-25,pre,long,OOS
BIIB,2018-07-24,pre,long,OOS
BIIB,2019-07-23,pre,long,OOS
BIIB,2019-10-22,pre,long,OOS
BILI,2019-02-27,post,long,OOS
BILI,2020-03-17,post,short,OOS
BILI,2021-02-24,post,long,OOS
BIO,2015-02-26,post,long,IS
BIO,2015-05-05,post,long,IS
BIO,2017-08-03,post,short,OOS
BIO,2017-11-02,post,long,OOS
BIO,2018-02-27,post,long,OOS
BIO,2018-05-08,post,long,OOS
BIO,2018-08-07,post,long,OOS
BIO,2018-11-01,post,short,OOS
BIO,2019-02-28,post,long,OOS
BIO,2019-05-08,post,long,OOS
BIO,2019-08-01,post,long,OOS
BIOS,2014-02-26,post,short,IS
BITA,2018-11-28,pre,long,OOS
BJ,2019-03-06,pre,long,OOS
BJ,2019-05-23,pre,long,OOS
BJ,2019-08-22,pre,long,OOS
BJRI,2012-10-25,post,short,IS
BJRI,2013-10-24,post,short,IS
BJRI,2014-05-01,post,long,IS
BJRI,2014-10-23,post,long,IS
BJRI,2015-02-18,post,long,IS
BJRI,2015-10-22,post,long,IS
BJRI,2016-04-21,post,long,IS
